,ID,Comment,Like,Title_number
2, 밍              ,나만이생각한게 아니였네ㅋㅋ모자쓴남자 삼행시부터 뭔가 장성규님이 맘에안든건지 전부터그런건지 표정이나 말투가 띠꺼움 ㅋㅋ근데 원샷원킬에서 풉ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3800,0
3, 김현우              ,와..시바 아만다 인기많은건 알았는데 저렇게 돈 많을줄 몰랐네;;,6100,0
4, 후니              ,엄청나게 잘 짜여진 회사 다닌 장성규 입장에선 저런 회사 보면 개판이라 느낄듯 이거 나올 당시에는 웃길라고 하는 말 인줄 알았는데 진짜 개판이였나봐 ㅋㅋㅋㅋㅋㅋ,4400,0
5, 이스타              ,스타트업 회사는 젊고 즐거워 보여도 막상 업무적으로 ㅈㄴ 맨땅에 헤딩이라 니일내일 핑퐁치며 ㅈㄴ 짜증남. 오래된 기업은 누적된 전례가 있어서 그나마 교통정리가 깔끔하지,3300,0
6, 밥그릇              ,"개판인걸 정확히보네. 취업 사이트에서 제공해주는 퇴직율이 높고, 회사 평점이 2~3대다? = 길게 말 안한다 다녀봤자 시간낭비다.",1300,0
7, 권태희              ,"와 엔딩멘트가 ""회사가 개판이야."" 일 줄은 몰랐다",316,0
8, min pj              ,아 ㅋㅋㅋㅋ 권위적이지않다라고 하고 커피주문때 다 주문햇어요 (권위적이지 않는편) ㅋㅋㅋㅋ,2300,0
9, joe 0001              ,"""회사가 개판이야""  ㅋㅋㅋ",11000,0
10, 민구              ,저 회사 사람들 느낌이 다 쎄하네...,1800,0
11, 깜장색              ,헐 아만다 뉴스뜸 직원이 고객정보 열람해서,468,0
12, 빈이              ,"본인 사진 올려서 모르는 사람들한테 점수로 평가받는 앱이 대체 왜 인기가 있는건지 모르겠네,,",418,0
13, OG STEL              ,댓글이 사라졌네 저런 불안정한 회사들 특징이랑 이런거 알려주던 댓 있었는데..대댓글도 심도 있었고,1400,0
14, //////              ,아:아무나만:만나주지 않는다:다단계 업체,895,0
15, BS K              ,생각없이 말하는거 같지만 정확하게 짚어서 말하네 결론은 개판이다 ㅋㅋ,304,0
16, 시마              ,그럴싸하게 망해가는 회사,825,0
17, 리브스키아누              ,어플에서 정상적인 사람 만난다는 게 ㅋㅋㅋㅋ 거의 극소수지. 뭐가 아쉬워서 어플에서 사람을 만나지? 목숨 여러개면 가능,297,0
18, bbang sun              ,당신....똑 부러진 아나운서 딕션으로 저세상 수위의 위험한말 하는거 너무 좋아....,8100,0
19, ellen              ,회사가 회사같은 느낌이 없음ㅋㅋㅋㅋ 약간 자기 할 일만 하고 있다가 가끔 모이고 흩어지는 분산형 조직 느낌이 강함 장성규는 개판인 거 한눈에 바로 알아보네 ㅋㅋㅋㅋ 역시 jtbc..,37,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",1800,0
1, jh2216 min              ,와..바닥에 가래침...경악을 금치 못하겠네...저딴 인간을 어른이라고 말할수가 있나??...나이를 똥구멍으로 쳐먹는다는 말이 괜히 나온게 아니네..,9900,0
2, Erick Kim              ,가래침 뱉는 저사람영화관 영구 출입금지 시켰으면..,4100,0
3, 송용찬선하              ,23점을 자신있게 말힐 수 있는 그대는 도덕책,2300,0
4, ꧁꧂꧁꧂ ꧁꧂              ,어흉 ㅠㅠ 우리나라 젊은이들 너무 고생한다.. 점심은 아예 먹지 말라는거랑 똑같네 30분밖에 안주냐 시간을 ㅠ 글고 가래침 뱉은 인간 진짜 충격임,495,0
5, Amber Rodriguez              ,He said 23/100 is a high grade... damn I wish my school would say that pftt,5,0
6, SPECIAL GUEST              ,국회의원들은 하루에 몇시간 휴게 하냐....아니 일년에 몇년씩 휴게하냐...(몇번 일하냐?) 서민들 각박해서 살것냐...30분만에....밥먹고 쉬고 준비하고 다하라고??,1600,0
7, ss sooo              ,법이라는고 하는 30분이.. 최소로 30분을 보장하라는거지 30분을 넘지 말라는건 아니잖아... 딱 식사시간만 30분이 아니라 음식을 사러가는시간 사서 돌아오는시간 치우는시간 복귀하는시간 까지 다합쳐서 30분이라니 너무하네...딱 10분만 늘려도 넉넉할 텐데.,609,0
8, A A              ,초면인데 반말하고 가래침까지 뱉네 저런걸 틀딱이라고 부르지,402,0
9, ᄋᄉᄋ              ,나만 머리묶는것도 규정이라는거에 충격받았나..??+아니 머리를 걍 묶으면되는거지 어디에선이모양 저기에선 저모양으로 굳이 정해져있단게 좀 의외라는건데 왜 댓에서 싸우고 그러냐 걍 지나가슈~~,669,0
10, 천동규              ,후진국일때 태어나 선진국에 적응못해서 살아가는 사람이 너무 많다더니  딱 이럴때 두고 하는 말이네요,3400,0
11, 핑구우              ,엘사선배 야무지고 듬직하고 사람 진짜 괜찮아보임,731,0
12, tai toa              ,노인네가 워낙 경악스러운 일을해서 그게 가장 충격적이네요. 얼굴공개해서 메가박스 입구에 붙여주세요.,489,0
13, 갈갈이파              ,나이만 많다고 어른이 아니다나이를 까꾸로 처드셨네...,263,0
14, 지패드              ,7:55 진짜별로다 자막은 존대말이지만 말은 3관이지? 같은데 반말에 어떻게 건물안에서 가래뱉을 생각을하지? 저건 틀딱이네뭐네 욕할 뭐도없다 틀딱이 애교수준이네 인성쓰레기,285,0
15, Loona CrunchyGowon              ,"I'm glad his youtube career is doing well, I still remember that he said he wants to work more in knowing brother",48,0
16, 안녕하세요              ,어벤져스 스포한놈보다 영화관에 침뱉는 놈이 더 죽일놈임,35,0
17, 손달이              ,밖에서 가래침 침 뱉는사람들 이해가 안감 ㅋㅋㅋㅋㅋㅋ전더군다나 흡연자인데도 길거리에서 침을 안뱉음 다들겉멋들어가지고,341,0
18, 이노우아에              ,아놬ㅋㅋㅋㅋ 두번째 손님 개귀엽ㅋㅋㅋㅋ 커플 이시냐니까 그럼 뭐가 달라지녜 ㅋㅋㅋㅋㅋㅅㅂㅋㅋㅋ도랏 개귀엽ㅋㅋㅋㅋ,43,0
19, 최대현              ,6:11 저세상속도 ㄷㄷ;;편돌인데 전자렌지 저리 속도 빠른 사람 첨봄,239,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",2200,0
1, 손오공              ,편집누가하냐 진짜 존나잘한다 장성규도 장성규 인데 편집이 ㄹㅇ 레전드,14000,0
2, 장태준              ,사장님 이거 제 키보든데 사장님한테 싸게 팔게요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친놈아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3400,0
3, 이재정              ,효진선배님 진짜 개이쁘다 와 엘사선배님 다음으로 대존예 ㄷㄷㄷ,1300,0
4, Hannanna              ,"5:47 ""아닌데~ 내가 봤는데~"" 저러는 사람이 어딨어 진짜,,,,완전 취향저격,,,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽다ㅋㅋㅋㅋㅋㅋ 끼 많으신거 같은데 성격 완전 맘에 들어ㅋㅋㅋㅋ",381,0
5, Tammy Abraham              ,알바분들 미모 ㄷㄷ 장난아니다7:40 청하 닮은 분 졸귀ㅠㅠ 머뭇머뭇 ㅎㅎ,1000,0
6, 오니언즈              ,베스킨라빈스 알바해주세요ㅎ극한직업중 하나죠 부려먹기 200예약ㅋㅋ,7000,0
7, 행복              ,5:47 아닌데~ 내가 봤는데~,1100,0
8, 윤우성              ,"7:29부터 장성규랑 효진선배 대화하는거 뭔가 남매가 대화하는것 같다ㅋㅋ그리고 장성규가""한마디를 안 지네""하는거 뭔가 진짜 딱 오빠가 여동생한테 하는 말 같네ㅋㅋ+아닛 좋아요가 290개?!",353,0
9, Nac Ta              ,6:33 개인적인 킬포. 소리반 공기밥 편집자님 존경합니다 ㅋㅋ,686,0
10, 이원형              ,외국인 인터뷰할때 땡큐 하고 끝내는거 개웃기네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,296,0
11, 세이렌              ,4:51 이분 진짜착해 ㅋㅋㅋㅋㅋㅋ,270,0
12, 아이븐              ,알고보니 장성규 아나운서님께 드린키보드 아까 라면 쏟은키보드면 ㅋㅋㅋ,210,0
13, 김민우              ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친거 아니야 ㅋㅋㅋ 제 키보드인데 사장님한테 싸게 팔게요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,544,0
14, 음악              ,4:02 에 유경몬 아님?,140,0
15, MIKE Mighty              ,세차장을 운영 중 입니다. 성규씨 반쯤 죽여드릴테니 맡겨만 주시길 바랍니다.추석전에 피크 입니다.,4900,0
16, 엥웅엥웅엥              ,여자피시방알바생분들은 진짜 어느 피시방가든 다 예쁨 외모보고 뽑는 듯,12,0
17, 손웅정              ,김기리 개그맨장성규  아나운서아나운서가 더웃기네,176,0
18, Shayla❤              ,"""Weden weden Sweden"" 😭😂 I am CRYINGGGG😂😂😂",190,0
19, Brian Vuong              ,Is that FD Dongwan from Running Man at 0:29?,1,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",648,0
1, Mojito 4414              ,알바생 유니폼이랑 신발 제대로 된것 좀 챙겨주세요.선수들이 버리고 간거 신는게 말이 됩니까?,4400,0
2, 호호혹              ,에뛰드하우스 알바 해주세요!! ㅎㅎ,7400,0
3, 절친              ,초심잃지말구 다른연예인들처럼 사고치지말구 유재석처럼 착실하게해줘요 오래오래팬할수잇게요,5400,0
4, Lauren kylian              ,어우 버려진 신발 신으라는건 좀 충격인데..? 촬영 한다고 신경 썼을텐데  저 지경이라니,1200,0
5, asd asddd              ,야구장알바 저거보다 훨씬 열악하고 근무시간외 무급으로 추가근무도많은거 야구팬들은 다알고있지,1200,0
6, screat candy              ,볼보이가 공에 맞으면 선수 컨디션이 저하되니까 조심하라는건 뭐야;,1500,0
7, So R              ,sk행복구장에서 일했던 전직원인데 ㅋㅋㅋ식당 밥 저렇게 좋게 안나오는데 촬영한다고 밥 스케일이 달라지네여 ㅠ,3200,0
8, 정진              ,궁디 팡팡은 왜 계속 해달라는거야 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ개웃기네 진짜,2800,0
9, 사랑해이석훈              ,야구장 알바 했던 사람입니다 존나 힘듭니다 진상 진짜 장난아니게 많아요 하지마세요영상처럼 덕아웃을 마름대로 들어갈 수 있는 거 절대 아니고 전용 휴게실 없는 구장이 훨씬 많습니다 가끔 그라운드 들어가는 때가 있는데 구단에서 행사할 때 그거 뒷처리 하러 들어갑니다 야구장 하지 마세요 이득보다 손해가 더 커요,573,0
10, 취소 : 취미영상소              ,애슐리같은 무한 뷔페 서빙알바 해보셨으면 좋겠어요 ㅋㅋㅋ 리얼 강추ㅋㅋㅋ ㄴㄴ ㄷㅅ ㅇㅎㄱㅇ,2300,0
11, Nunana Gajugeo              ,신발도 없는건 좀 너무하네 ㅋㅋㅋ 차라리 운동화 가져오라고 따로알려주지,402,0
12, 이가은              ,헐 대박 에뛰드 하우스 이건 진짜다 에뛰드하우스 알바 한번만 뛰어주세요 ㅠㅠㅠㅠㅜ,812,0
13, Steven H              ,장성규님 진짜 ㅈㄴ 웃겨요 ㅋㅋㅋㅋ 그 능력에 개그맨 하시지 왜 아나운서를??ㅋㅋ,1500,0
14, jieun Kwak              ,영상보면서 첨 빡침...안전모를 주던가... 사람머리보다 선수 컨디션이 우선이라니... 🤬,35,0
15, 양 한마리Hanna Yang              ,진심 알바 처우 개판이네... 댓글 중에 밥도 실제론 저렇게 안 나온다하고,118,0
16, Malcolm b              ,ㅋ 처우 개판이네이후에 본사에서 직원나와서 입단속하고 관리하는거구나ㅋㅋ,35,0
17, Jihwan Lim              ,맞으면 조심하라는 게 자기가 아파서도 아니고 선수 컨디션이 저하돼서 ㅋㅋㅋ 뭐 공놀이 선수는 천룡인이냐? 당장 내가 아픈 데도 선수 컨디션 저하 따지고 있네,1,0
18, Cattermal Lee              ,덕질 꿀알바는 무슨 실상은 선수들 따가리네,48,0
19, Choi Anna              ,오 야구 선수분들 유니폼 사이즈 네이버로 찾는거 개신박... 👍🏻,242,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",1300,0
1, Park Junesuk              ,아니 왜 손님 따라주는걸 자기가 마시냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄲㅋㄲ,12000,0
2, 낙화유수              ,맥주보이 저거 장난아닙니다 15kg두세시간 들고 다니면 지금 날씨에 정말 탈진합니다. 고생정말 많으셨습니다.,7700,0
3, 잉남              ,안녕하세요. 맥주보이로 출연한 아르바이트생 지성입니다!이날 촬영 너무 재밌게 했어요. 워크맨 사랑합니다♡워크맨 채널 독립되기 전 영상에 댓글로 많은 분들이 맥주보이에 대한 질문을 해주셨는데제 채널에 질문들에 대한 답변과 맥주보이와 관련된 영상을 하나 올려놓았어요.ㅎㅎ저번에 쓴 댓글은 왠지 모르겠지만 지워져서 ㅜㅜ 여기다가 다시 댓글 답니다!,6600,0
4, Janice Kim              ,아까 김광현 외쳣으면서 그 김광현 아들을 그냥 보내네...ㅋㅋㅋㅋㅋㅋ,6000,0
5, M Sang              ,이사람이 정상적으로 차려입고 뉴스에서 점잖게 아나운서를 했다는게 믿기지가않는다,5000,0
6, -전원버튼-              ,꽐라되세요 도랐냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ,1500,0
7, 즐겨              ,사회생활 만렙 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ nc구장 가자마자 태세전환하는거 개웃기네,2900,0
8, 이미터용TV [김진용]              ,6:34 nc쪽 가자마자 nc화이팅 하는거 진짜 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4000,0
9, 35 age              ,약빤 진행자와 약빤 편집자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1300,0
10, K Jay              ,3:15 김광현 아들 ㅋㅋㅋㅋㅋ 인생 인터뷰 놓쳤네 ㅋㅋㅋㅋㅋ,2700,0
11, Jiya LEE              ,성규 : Nc가 최고다~ 팬 : 우승해야죠~성규 : nc 가 장사가 잘되요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웬드립 ㅎㅎㅎㅎ,1000,0
12, 정망고              ,1:19. 아니 다이어트 한다고 과자 안먹었는데치느님은 옳다 이건가요?,1100,0
13, cupBlack              ,워크맨 100만 가자!!!!장성규님 지금처럼 대충 살아주세요😄,1600,0
14, 갬성아지트              ,6:55 BBQ 맥주보이 장성규 : (앱 카드) 이거 어떻게하는거지!?  (BBQ에서 안 배움?)  네네치킨(형이 거기서 왜 나와??),571,0
15, Hsyj Ych              ,아저씨 맥주 마시는거 보고 뿜었ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋ 아 지하철인데 너무 웃겨서 참느라 혼났어요,1000,0
16, 낙지턍턍이              ,시급 되게 높다고 생각했는데 맥주통 무게를 보면 더 받아야겠다 싶다 ㄷㄷ,544,0
17, 나moon희              ,한약다이어트중이라면서 치킨뜯는건 뭔데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,427,0
18, 지경식              ,의무실에 소주 무엇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,447,0
19, T oO              ,인생인터뷰 놓침 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,666,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",2000,0
1, Somin Jeon              ,아니 산타페 신형ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 난 무슨 은색 차요 큰 차요 이런거 말할줄ㅋㅋㅋㅋㅋ갖고싶은 차도  SM3ㅋㅋㅋㅋㅋㅋㅋㅋ,15000,0
2, JAEHOON LEE              ,아 알바 너무귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋ 웰컴음료 마실때 톡톡 치길래 드시면 안돼요... 할줄알았는데 저도 먹고싶어요 ㅋㅋㅋㅋㅋㅋ 너무 귀엽다 진심ㅋㅋㅋㅋㅋ,4800,0
3, splmss              ,여기 킬포인트가 너무 많엌ㅋㅋㅋㅋㅋㅋㅋㅋ 첨부터 경찰불러에 고추크닼ㅋㅋㅋ 신발장 선배님에다가 라온의 산타페 신형 어머님의 감튀 드립까짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃겨 디지겠넼ㅋㅋㅋ,3400,0
4, 윤재석              ,와근데 여자 리액션도 너무 귀엽고 여자친구 은하살짝 닮은듯,1300,0
5, 하루              ,장점 : 애들단점 : 애들,678,0
6, 쿠키군              ,워크맨 대중교통 타다가 보면 안되겠다 ㅋㅋㅋㅋ 옆에 계신분 훔쳐보다가 같이 터짐 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋ ㅈㄴ웃기네,8100,0
7, 오늘은비올라나?              ,아니 여자분 뭐 설명하실때 손이ㅋㅋㅋㅋㅋㄱㅋㄱ 제스쳐가ㅋㅋㅋㅋㄱㅋㅋㅋㅋ 너무 귀엽고 웃겨욬ㅋㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㄱㄱㄱㅋ,883,0
8, NOANG노앙              ,어느 키즈카페인진 모르겠으나 상당히 고퀄이었던 키즈카페 직원 분들께 사과드립니다 그 때 제가 캐릭캐릭체인지에 빠져서 거기에 있는 달걀이란 달걀들은 전부 다 모아서 한 곳에 숨겼거든요,488,0
9, 니리란치              ,04:09 신발장이 허락했대 미쳣나바ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 편집자님 드립학원 어디 나오셯어요??ㅋㅋㅋㅠㅠㅠ,1100,0
10, Johnston Steiner              ,OMG that front desk staff aegyo is like super level i can't,18,0
11, 지금이순간              ,뷰티풀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ드립 미쳤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이건 알바생분들이 살려주시는듴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,11000,0
12, lovely right              ,"Oh my God I remember commenting on the first episode with Elsa saying it would be fun if they had come out again in the later episodes, and SHE DID!!!BTW SHE SO PRETTY ❤❤",6,0
13, Umin Umin              ,The PD is Dongwan? WAHHH MISS HIM A LOTTT,0,0
14, noona.condition EXO SHINEE RV NCT SUJU BTOB              ,"""Bruh get some qtips"" hahahahahhahahaha it's funny coz the kid's face and I remember webtoon I Love Yoo ahahhaha ♡",0,0
15, 꿈님별님              ,여기서 배운 뷰티풀을 피씨방에서 써먹었넼ㅋㅋㅋㅋㅋㅋㅋㅋ넘 웃겨 ㅠㅠ 여자분 04:01 넘 귀여웡,638,0
16, 김수빈              ,아니무슨 사람들 대본있어? ㅅㅂ ㅈㄴ 개웃김 ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋ,183,0
17, 닭껍질구이              ,애가 산타페 신형을 왜 알고 있어 ㅋㅋㅋㅋㅋㅋㅋㅋ,351,0
18, JIN CAN BOP              ,"The girl is passionate to her job. She is one of the workers who give funny reaction like Elsa from Megabox, the one in waterpark(forgot her name) and the funniest is the man from Everland",0,0
19, 빠쭈              ,라온이 어머님 댓글을 보실 지는 모르겠디만 라온이가 너무너무 귀욥네요ㅠㅠㅠㅠㅠㅠㅠㅠ😍😍 어머님도 예쁘시고 감튀 안줘서 라고 하신 것도 너무 재미있아요ㅠㅠ라온이랑 라온이아버님이랑 가족분들이랑 행복하게 지ㅅ내세요~~♥,53,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",1700,0
1, 광복이만세              ,워크맨 이제 몰아보기 하는 사람 손,3500,0
2, 심시몌              ,여기 회사근처라 가끔 가는데 사장님 진짜 똑같아요 ㅋㅋㅋㅋ 유쾌하시고 친절하시고ㅋㅋ 저세상 텐션ㅋㅋㅋ,10000,0
3, 김동준              ,지금 이건 장성규 아나운서가 그냥 1일 체험이기 때문에 웃으면서 설렁설렁하는데 보통은 이렇게 안됨 특히 장사 잘 되는 곳은 빠릿빠릿 안하면 혼도 많이나고 정신도 없고 세상 힘든게 고깃집알바 진짜 왠만하면 고깃집알바 하지마세요 집에 오면 힘들어 죽겠는데 머리에서 고기쩐내 손에서 기름쩐내 허리도 많이 아프고 계속 구워 드리고하면 특히 장사잘되는곳은 절대로 피하세요 그리고 최저시급은 무조건임,8400,0
4, 귀여운거체고              ,마지막 오렌지주스랑 하트먼뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,12000,0
5, ms GWON              ,내가 울집도 고기집을 했고... 고기집 알바만 세군데 해봤는데 우리 엄빠 포함해서 저런 사장님은 처음이다. 고기집은 일하기에 힘들지만 저런 사장님 아래에 있다면 출근길이 힘들지 않다.,7000,0
6, 황유빈              ,사장님 유쾌하시다ㅋㅋㅋㅋㅋ,13000,0
7, 오방밍구              ,사장님 마지막 하트하신 거 ㄹㅇ잔망돋아ㅋㅋㅋㅋ규ㅠㅜㅠㅠㅠㅠ,3600,0
8, sopi kang              ,사장님 성함도 오주목이야 ㅠㅠ ㅌㅋㅋㅋㅋㅋㅋㅋ무슨 웹툰이냐고오 ㅋㅋㅋㅋㅋ개웃겨 ㅠㅠ,3500,0
9, 00 0              ,저렇게 유쾌한 사장님 있으면 진짜 일할 맘 날듯ㅋㅋㅋㅋㅋㅋ 손님 스카우트한 것도 너무 웃곀ㅋㅋㅋ,4200,0
10, 밈채              ,실물 별로입니닼ㅋㅋㅋㅋㅋ 델몬틐ㅋㅋㅋㅋ 뭐야 사장님 매력 뭔데뭔데,1900,0
11, MIKE Mighty              ,세차장 알바 오세요. 아무도 안해서 61년생 저희 장모님이 하십니다...ㅜㅜ,1500,0
12, Mink              ,아니 예능신내렷냐고 사장님이고 직원이고 워크맨 출연하는 일반인들은 죄다 웃겨듸졐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1900,0
13, 김일성              ,대한민국 매출 1위 ! ! 델몬트 오렌지 쥬스~,4100,0
14, Yello Mello              ,실물은 별로입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사장님도 센스 쩌시네용🤣🤣,2300,0
15, noona.condition EXO SHINEE RV NCT SUJU BTOB              ,The owner was cute(personality)!!!!hahahahaha,5,0
16, HoneyHobby허니하비              ,사장님 개우곀ㅋㅋㅋㅋㅋ유쾌하심ㅋㅋㅋ,2900,0
17, woolhalme sonkalguksu              ,사장님 160그램 못썬거 변명하는거 개웃기넽ㅋㅋ,1400,0
18, 박지용              ,싸장님 윾쾌하시네ㅋㅋㅋㅋㅋㅋ,1600,0
19, 굥              ,저런 사장님 너무 좋닼ㅋㄹㅋㄹㅋㄹㅋㄹㅋㄹㅋ,1700,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",1900,0
1, 티타주는남자              ,가장 더운날 에버랜드로 부르겠습니다! ㅋㅋㅋ 곧 뵈요 장성규 알바님ㅋㅋ(에버랜드 담당자 입니다^^),17000,0
2, soonhyung kwon              ,근데 주제를 개 잘잡은듯 ㅋㅋㅋ 세상에 직업이 얼마나 많음 ㅋㅋㅋ 그거 다 할려면 이채널 평생가능,13000,0
3, 여포똘이              ,어머님들 쓰는 이유가 있네...시급인데 애들쓰면 농땡이 99프로...나어릴때 20년전엔 장당 이었는데 ㅋ 물론 장당도 어디다 뿌리면 그만이긴하지 ㅋ,3000,0
4, 솔라시도              ,장성규님 진짜 개도른자셨넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋjtbc에서 어떻게 이때까지 참으셨댘ㅋㅋㅋㅋ진심 약빤듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나 웃음 헤픈자가 아닌뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4900,0
5, 간다아              ,자식한테 손벌릴수없다 돈도벌고 운동도 한다 마약이다..울컥한다진짜,444,0
6, 원재욱              ,7:16 자식들 지금까지 키워주셨는데 자식들한테 손벌리기 싫다니...마음이 아프다,4600,0
7, 김성태              ,아니 헬스장 홍보목적으로 돌리는데 ㅋㅋㅋ 잠깐 놀러온 외국인들한테 나눠주네 ㅋㅋㅋㅋ,981,0
8, 아임지니              ,어르신이 주시는 전단지는 받아야겠으며 시원한 음료 한잔이라도 드려야겠다ㅠㅠ마지막 쿠키영상에서 하신 말씀이 가슴 아프네요 ㅠㅠ,826,0
9, 김정환              ,06:00 이부분이 제일 웃곀 ㅋㅋㅋㅋ제 이름이...? 제 이름이....? 성은 뭐죠...? 진선규!,2000,0
